target,0nn,1nn,2nn,3nn,4nn
碧砂漁港,東港魚市場,大武漁港,富基漁港,大溪漁港,澳底漁港
陽明山國家公園,太平山國家森林遊樂區,陽明公園,藤枝國家森林遊樂區,關子嶺大凍山步道&雞籠山,東埔溫泉
關渡自然公園,特有生物研究保育中心,臺北自來水園區,大鴕家觀光休閒農場,福州山公園,壽山動物園
臺北市中山堂,二二八國家紀念館,臺北市藝文推廣處_城市舞台,臺灣戲曲中心,華山1914文化創意產業園區,孫運璿科技．人文紀念館
長榮海事博物館,淡江大學海事博物館,澎湖海洋資源館,烏石港,澎湖生活博物館,烏石港遊客中心
大湖公園,碧湖公園,白石湖吊橋,太湖遊憩區,望龍埤,南崁溪水岸自行車道
碧湖公園,大湖公園,太湖遊憩區,臺東森林公園,白石湖吊橋,湖濱公園
內溝溪生態展示館,鹿角溪人工溼地,特有生物研究保育中心,廣興教育農園,紅樹林茄苳溪保護區,紅樹林生態教育館
國家兩廳院,臺東表演藝術館,大東文化藝術中心,臺東美術館,臺灣戲曲中心,國立中正紀念堂
社子島島頭濕地,社子島環島與二重疏洪道自行車道,海參坪,厚石裙礁,講美鎮海社區海堤公園,獅頭山公園(獅頭山步道)
梅庭,逸仙公園,郭子儀紀念堂_內湖紅樓,東里家風-百年古厝,施公祠及萬軍井,陳清吉洋樓
和平青草園_萬華402號公園,福州山公園,遼寧公園,二叭子植物園,臺中中央公園,南港公園
馬場町河濱公園,新店溪河濱自行車道,延平河濱公園,基隆河河濱自行車道,小粗坑古道,齋明寺古道
臺北市立動物園,壽山動物園,特有生物研究保育中心,新竹市立動物園,台灣原住民族文化園區,國立自然科學博物館
美堤碼頭,大佳碼頭,社子島環島與二重疏洪道自行車道,新店溪河濱自行車道,公司田溪自行車道,下罟子漁港
錫口(彩虹)碼頭,鐵線橋通濟宮,台灣工藝之家-萬能錫店,縣定古蹟大興宮,竹塹城迎曦門(東門城迎曦門),東門樓
台北101,捷運中山站街區_心中山線形公園,市長官邸藝文沙龍,站前地下街_K區誠品地下街,公館商圈,立法院民主議政園區議員會館(議蘆會館)
臺北市客家文化主題公園,臺北自來水園區,公館水岸廣場,關渡自然公園,塭仔底溼地公園,太平溪人工濕地
國立臺灣大學博物館群_醫學人文博物館,二二八國家紀念館,大湳圖書館,市定古蹟-旗山國小,陳中和紀念館,屏東美術館
樟山寺,寶來妙通寺,半天岩,八仙山寶林禪寺,太興岩步道,清覺寺
義芳居古厝,北埔老街,陳清吉洋樓,龔家古厝,公司田溪程氏古厝,花宅聚落(與曾家古厝融合更名為望安花宅，故關閉)
紀州庵文學森林,鍾理和紀念館,殷海光故居,高雄文學館,鍾理和故居,明志書院
郭元益糕餅博物館,三協成糕餅博物館,老楊方城市(老楊方塊酥),鳳山龍山寺,亞典蛋糕密碼館,東隆宮王爺信仰文物館
松山文創園區,松菸小賣所,竹崎鹿滿客家文化園區,松山文創園區_松菸風格店家,三界埔社區,紅葉菸樓
碧湖步道,小粗坑古道,萬豐環山步道,蘭潭後山公園,白石湖吊橋,金包里大路(魚路古道)
白石湖吊橋,碧湖公園,大湖公園,內雙溪自然中心,奮起步道,碧湖步道
殷海光故居,學海書院_高氏宗祠,大院子,紀州庵文學森林,原東勢公學校宿舍,孫運璿科技．人文紀念館
內雙溪自然中心,碧湖公園,白石湖吊橋,合歡山國家森林遊樂區,萬豐環山步道,太平風景區
臺北松山機場觀景台,臺北市立美術館,臺東航空站,城市光廊,花博公園,阿里山火車站
梁實秋故居,殷海光故居,學海書院_高氏宗祠,明志書院,原東勢公學校宿舍,大院子
蒲添生故居,大溪木藝生態博物館﹣木生活館,寶町藝文中心,頂林仔邊派出所,三鶯藝術村,成美文化園
建成圓環,德興里老厝,美濃文創中心,孫運璿科技．人文紀念館,臺北市鄉土教育中心_剝皮寮歷史街區,屏東縣民公園
彩虹橋,星光橋,新月橋,行嘉吊橋,成美右岸河濱公園,關渡大橋
擎天崗,萬豐環山步道,碧園,馬太鞍濕地生態園區,內雙溪自然中心,鹿場
自由巷及鄭南榕紀念館,蔣渭水紀念公園,孫運璿科技．人文紀念館,鄭豐喜紀念圖書館,台南市議政史料館(原台南州會 ),二二八和平公園
二子坪,石硦林場,龍雲休閒農場,風吹嶺,青山香草教育農園,圓潭生態園區
艋舺公園,東隆宮王爺信仰文物館,臺中市忠烈祠,東隆宮文化中心,宗聖公祠,大甲鎮瀾宮
大佳河濱公園,關山親水公園,古亭河濱公園,幸運草地景溜滑梯,陽光運動園區,江子翠河口景觀河濱公園
迎風河濱公園,澎湖觀音亭寵物公園,狗狗水世界,綠寶石河濱公園,蘆堤寵物公園,古亭河濱公園
國立臺灣博物館_古生物館,郭子儀紀念堂_內湖紅樓,陳中和紀念館,員林興賢書院,國立臺灣大學博物館群_醫學人文博物館,心雕居
撫臺街洋樓,陳中和紀念館,東門_景福門,郭子儀紀念堂_內湖紅樓,吊腳樓,高雄關稅局馬公支關
國立臺灣大學法律學院,陳中和紀念館,市定古蹟-旗山國小,博愛藝術街,國立台南大學紅樓,中華大學
富陽自然生態公園,福州山公園,榮星花園公園,千禧公園,南港公園,衛武營都會公園
圓山水神社,水濂洞步道,清水岩寺,林內公園,仙祖廟(紫雲殿),永康三崁店糖廠神社遺蹟
延平河濱公園,新店溪河濱自行車道,涵碧步道,御成路古道,日月潭涵碧步道,霄裡大池(霄裡池)
國立臺灣大學,中華大學,臺北市鄉土教育中心_剝皮寮歷史街區,高雄市立圖書館總館,旗山生活文化園區,宜蘭文學館
國史館,國立臺灣圖書館,二二八國家紀念館,臺北市中山堂,新店文史館,國史館臺灣文獻館
花博公園,臺北典藏植物園_天使館,福州山公園,蘭科植物園,觸口行政暨遊客中心,臺灣客家文化館
陽明山夜景,頂岩灣四格山步道,二寮觀日出,南方澳觀景台,大尖山風景區,鳶山登山步道
基隆河河濱自行車道,愛河自行車道,新店溪河濱自行車道,社子島環島與二重疏洪道自行車道,馬場町河濱公園,知本圳親水公園
松山慈惠堂,指南宮,人乘寺地藏院,中台世界博物館,靈嚴寺,仙山靈洞宮
華江雁鴨自然公園,鴨鴨公園,頂寮生態公園,成龍濕地,華江碼頭,無尾港水鳥保護區
北投垃圾焚化廠_觀景台,陽明山夜景,迪化運動公園跨堤景觀平臺,陽明公園,獅公髻尾山登山步道,山水綠生態公園
八里渡船頭老街,八里左岸自行車道,魚路古道,下罟子漁港,蔴荳古港文化園區,后澳村
烏來瀑布,烏來空中纜車,大津瀑布,蛟龍瀑布,仙井瀑布,草蘭溪攔沙壩大瀑布
板橋後站商圈_府中商圈,板橋後站商圈(府中商圈),板橋火車站旅遊服務中心,臺東舊鐵道路廊,新北市政府景觀瞭望台,鐵線橋通濟宮
國定古蹟林本源園邸,林園安樂樓,郭子儀紀念堂_內湖紅樓,陳中和紀念館,蘆洲李宅古蹟-李友邦將軍紀念館,東里家風-百年古厝
微風運河,社子島迎星碼頭,八里水上運動中心,幸運草地景溜滑梯,中角灣衝浪運動園區,港坪運動公園
湧蓮寺,湧蓮寺,清覺寺,青蓮寺,法華寺,縣定古蹟紫雲寺
南港公園,遼寧公園,南崁溪水岸自行車道,福州山公園,大潭埤,富陽自然生態公園
水湳洞遊客中心_山城美館,水湳洞十三層遺址,新北市立鶯歌陶瓷博物館,東隆宮文化中心,水湳洞,中山公園
華江碼頭,八里左岸自行車道,新店溪河濱自行車道,華江雁鴨自然公園,大漢溪自行車道,江子翠河口景觀河濱公園
興隆公園,秋紅谷廣場,烏山頭水庫風景區,桐花公園,太湖遊憩區,雙春濱海遊憩區
仙岩公園,遼寧公園,中央藝文公園_華山大草原遊戲場,陽光運動園區,新莊青年公園(牡丹心生態公園),萬豐環山步道
大稻埕戲苑,臺灣戲曲中心,新北市藝文中心,苗北藝文中心,鎮瀾文化大樓,國立中正紀念堂
臺北市交通資訊中心,新北市政府行政大樓,臺鐵臺北車站,桃園軌道願景館,站前地下街_K區誠品地下街,臺南轉運站
河流彎曲之處，域見繁花光穹,柳營尖山埤渡假村,八德落羽松森林,杉林溪森林生態渡假園區,曾文忠美術館,筠園-鄧麗君墓園
臺北市立兒童新樂園,綺麗觀光園區,陽光運動園區,(停業中)就是愛荔枝樂園,大佳河濱公園,壽山動物園
迪化運動公園跨堤景觀平臺,新新公園,臺東農場,美堤河濱公園,台灣原住民族文化園區,新良人工濕地
三腳渡擺渡口,三寮灣東隆宮,蔴荳古港文化園區,新塭嘉應廟,淡水海關碼頭園區,下罟子漁港
平等里櫻花,平菁街42巷櫻花,櫻木花道,寶山二集團櫻花公園,沼平公園,櫻木花道賞櫻區
西本願寺廣場,台灣基督長老教會大稻埕教會,蓮華寺,紫雲巖,美濃文創中心,縣定古蹟大興宮
陳德星堂,孫運璿科技．人文紀念館,東隆宮王爺信仰文物館,蘇周連宗祠,淡水龍山寺,迪毅堂
台灣基督長老教會大稻埕教會,西本願寺廣場,世界宗教博物館,太平境馬雅各紀念教會,東隆宮王爺信仰文物館,宗聖公祠
蔣渭水紀念公園,嘉義公園,經國先生紀念堂,孫運璿科技．人文紀念館,西子灣蔣介石行館,福山照壁－枕戈待旦
臺北監獄圍牆遺蹟,媽宮古城,湖口三元宮,鎖港里南北石塔,淡水海關碼頭園區,海山神社遺跡
臺灣省城隍廟,靈嚴寺,圓光禪寺,護國寺,北投普濟寺,九華山地藏庵
國立臺灣藝術教育館,臺灣戲曲中心,二二八國家紀念館,台北國際藝術村,國立故宮博物院南部院區,梅嶺美術館
臺北市政府消防局防災科學教育館,丙午震災紀念碑,桃園防災教育館,新北市政府行政大樓,苦伕寮公園,龍騰斷橋、南斷橋
碧山露營場,臺東森林公園,碧湖公園,碧潭風景區,金龍湖,馬那邦山登山步道
北投公民會館,梅嶺美術館,北投溫泉博物館,台灣原住民族文化園區,福林公園,台北當代藝術館
復興三路櫻花隧道,十草原(櫻花草原),滬尾櫻花大道,白河將軍埤南洋櫻廊道,櫻木花道,平菁街42巷櫻花
吉慶社區_聖誕巷,新板特區,太平境馬雅各紀念教會,台灣基督長老教會大稻埕教會,聖十字架教堂,原台南合同廳舍(消防史料館)
富民生態公園,穎達生態休閒農場,檨仔林埤濕地公園,中都愛河濕地公園,富陽自然生態公園,雙連埤野生動物保護區
糶米古道,貂山古道(無緣之墓登山步道),碧湖步道,大粗坑古道,山尖路步道,粗坑口登山步道
山水綠生態公園,龍泉親水公園,萬豐環山步道,福州山公園,碧園,關山親水公園
文昌宮,永安宮,玉里協天宮,鹿港南靖宮,濟世宮,馬公北甲北辰宮
台灣基督長老教會_中山教會,霧臺基督長老教會,玫瑰聖母聖殿主教座堂,旗後教會,知本天主堂,聖十字架教堂
芝山公園,景美集應廟,嘉義公園,二崁聚落保存區,卑南遺址公園,大窩生態園區
南門町三二三,坪林生態園區,滬尾水道,台灣農林大寮茶文館,茶葉改良場-魚池分場,臺北自來水園區
古亭河濱公園,樂活公園,成美右岸河濱公園,敦安公園,大佳河濱公園,南濱公園
臨濟護國禪寺,北投普濟寺,清覺寺,九華山地藏庵,東山禪寺,法華寺
三創生活,三鶯藝術村,臺灣客家文化館,十一份觀光文化園區,寶町藝文中心,甘樂文創展演空間
幾米月亮公車,幾米主題南港站,二寮觀日出,陽明山夜景,新月橋,幾米廣場
學海書院_高氏宗祠,明志書院,殷海光故居,澎湖孔廟（文石書院）,文昌祠,蔡廷蘭進士第
和興炭坑,菁桐煤礦紀念公園,菁桐礦業生活館,蓋淡坑遺址,文山煤礦公車站,內溝山 翠湖步道
錦町日式宿舍群,內埔星空廣場,實驗木場,原臺灣府城東門段城垣殘蹟,溪湖庄役場,原東勢公學校宿舍
榮星花園公園,福州山公園,富陽自然生態公園,千禧公園,板橋農村公園,樂活公園
幾米主題南港站,A8藝文中心,台南文化創意產業園區,臺南家具產業博物館,民族車站,幾米月亮公車
福州山公園,富陽自然生態公園,榮星花園公園,萬豐環山步道,南港公園,內雙溪自然中心
遼寧公園,南港公園,和平青草園_萬華402號公園,榮星花園公園,福州山公園,碧園
瓶蓋工廠台北製造所,玻璃工藝博物館,台明將台灣玻璃館,日常,金門縣陶瓷廠,臺南家具產業博物館
敦安公園,樂活公園,古亭河濱公園,榮星花園公園,遼寧公園,壽山動物園
美麗華百樂園,小人國,新店溪河濱自行車道,臺北市立兒童新樂園,八里左岸公園,美崙山公園
陽明公園,陽明山國家公園,梅山公園,太平山國家森林遊樂區,藤枝國家森林遊樂區,楓樹湖
捷運北門站_台北鐵道局,臺鐵臺北車站,土城廣承岩寺,新臺中火車站,北門_承恩門,縱貫鐵路海線清水車站
大稻埕慈聖宮,聖明宮,北斗奠安宮,昭應宮,淡水福佑宮,保安宮
李臨秋故居,李梅樹紀念館,梁實秋故居,張雨生故事館,鍾理和紀念館,梅山公園-文學步道
臺北迪化街郵局,郵政博物館,臺北北門郵局_臺北901支,迪化街年貨大街,舊潮州郵局(屏東戲曲故事館),歪腰郵筒
無極天元宮,龍洞四季灣,石門水庫,金色水岸自行車道,陽明山國家公園,碧潭風景區
關渡水岸公園,延平河濱公園,淡水海關碼頭園區,淡水渡船頭,日月潭自行車道-水社段,大埔石刻
孫運璿科技．人文紀念館,嘉義公園,縣定古蹟大興宮,大甲鎮瀾宮,經國先生紀念堂,東隆宮王爺信仰文物館
西昌街-青草巷,成功路青草街,西昌街觀光夜市,港香蘭綠色健康知識館,三才靈芝農場,福村養生農場
華西街觀光夜市,雙城街夜市,大龍街夜市,寧夏觀光夜市,廟東夜市,東大門國際觀光夜市
士林觀光夜市,饒河街觀光夜市,板橋湳雅觀光夜市,臨江街觀光夜市,廟東夜市,三和夜市
饒河街觀光夜市,士林觀光夜市,板橋湳雅觀光夜市,三和夜市,臨江街觀光夜市,大龍街夜市
慈音休閒農莊,中社觀光花市,番婆林觀光花園,六十石山,菓葉日出,興泉圳風鈴木
五分埔-成衣街,艋舺服飾商圈,鹿寮成衣商圈,逢甲夜市_逢甲商圈,碧華布街(三重布莊博物園區),沅陵商店街_鞋子街
迪化街年貨大街,繼光街商圈,大稻埕街區_迪化街店屋,新化老街,板橋後站商圈(府中商圈),捷運中山站街區_心中山線形公園
博愛路_漢口街_相機街,陽翟老街,大湳圖書館,原林百貨,忠信市場,牯嶺街小劇場
文昌街_家具街,金包里老街,捷運中山站街區_心中山線形公園,新化老街,大稻埕街區_迪化街店屋,富錦街
和平西路三段_鳥店街,七股頂山賞鳥亭,福寶溼地賞鳥,無尾港水鳥保護區,華江雁鴨自然公園,大鴕家觀光休閒農場
沅陵商店街_鞋子街,新化老街,金包里老街,新店老街,繼光街商圈,頭城老街
西園路_佛具街,中台世界博物館,佛光山,青蓮寺,靈嚴寺,臺灣省城隍廟
愛國東路_婚紗街,中山北路婚紗街,石門婚紗廣場,晴光市場,新威遊客中心,婚紗廣場
中山北路婚紗街,愛國東路_婚紗街,晴光市場,幸福水漾公園,｢花現台北杜鵑花季｣ 溫羅汀咖啡街區巷弄,石門婚紗廣場
甘州街_茶葉街,舞鶴觀光茶園,台灣農林大寮茶文館,金瓜寮茶香生態村,和菓森林,綠光農園
捷運中山地下書街_誠品R79,旅遊文學館,高雄市立圖書館總館,捷運中山站街區_心中山線形公園,東協廣場,新北市立圖書館林口分館
命理街,東興宮,碧雲寺,開基永華宮,石觀音吉仙宮,和南寺
寧夏觀光夜市,基隆廟口,廣州街觀光夜市,廟東夜市,臨江街觀光夜市,雙城街夜市
景美夜市,板橋湳雅觀光夜市,臨江街觀光夜市,士林觀光夜市,寧夏觀光夜市,三和夜市
臨江街觀光夜市,梧州街觀光夜市,板橋湳雅觀光夜市,士林觀光夜市,景美夜市,寧夏觀光夜市
雙城街夜市,梧州街觀光夜市,華西街觀光夜市,寧夏觀光夜市,三和夜市,臨江街觀光夜市
